TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20200714,108,2.8,2391,5,4.4,1347,5,8.6,220,20.3,24.3,1533,17.2,416,16.4,22.6,16.4,79.4,62.0,1545,18.7,3.9,2.7,-9.0,993.9,1003.8,1005.6,2244,1001.2,256,9.9,0.1,14.5,-9.0,12.46,1.86,1300,11.5,0.0,9.83,5.9,-2331,1.7,51,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.1,21.7,17.1,14.5
20200715,108,2.0,1687,5,3.4,1336,5,6.8,1514,23.4,28.7,1703,18.9,547,15.5,26.4,17.6,63.1,40.0,1623,17.7,7.2,5.1,-9.0,995.5,1005.3,1006.5,758,1003.4,1755,5.1,9.3,14.5,-9.0,26.6,3.68,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,22.9,22.0,17.2,14.5
20200716,108,1.8,1562,27,3.5,1543,25,6.2,1801,25.0,29.7,1514,20.4,454,19.1,27.4,17.0,70.9,55.0,1256,22.1,7.0,4.9,-9.0,997.0,1006.7,1008.1,2338,1004.9,1712,4.1,10.2,14.5,-9.0,25.76,3.58,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,22.8,21.9,17.3,14.5
20200717,108,1.9,1660,27,5.6,1619,25,9.6,1604,26.0,31.6,1433,21.5,544,20.3,28.3,18.3,72.0,52.0,1430,23.8,6.2,4.3,-9.0,998.3,1008.0,1009.1,741,1006.6,1435,4.5,7.5,14.5,-9.0,22.28,2.93,1300,0.0,0.0,0.58,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.2,22.8,21.9,17.4,14.6
20200718,108,1.6,1406,29,4.0,1657,32,6.4,1653,26.1,31.0,1539,22.8,529,20.4,27.9,20.4,71.6,54.0,1529,24.0,4.6,3.2,-9.0,998.4,1008.1,1009.3,812,1006.6,1819,5.4,4.3,14.5,-9.0,15.49,2.75,1400,-9.0,23.1,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.8,22.9,21.8,17.5,14.6
20200719,108,2.7,2364,5,4.3,1033,11,8.4,2148,24.0,26.6,2201,20.6,904,20.5,22.9,19.5,81.6,62.0,58,24.2,2.0,1.4,-9.0,994.9,1004.6,1008.5,1,1002.1,2400,9.9,0.0,14.4,-9.0,4.92,1.05,1300,29.1,8.8,5.67,19.3,820,6.6,836,-9.0,-9,-9.0,-9,-9.0,-9,24.9,23.0,21.8,17.5,14.7
20200720,108,3.7,3226,20,7.0,610,18,13.4,601,23.8,26.6,212,22.4,2217,21.3,23.8,20.8,86.3,77.0,1654,25.4,2.0,1.4,-9.0,995.9,1005.6,1010.8,2350,1001.0,225,9.6,0.0,14.4,-9.0,5.15,0.83,1500,3.6,0.8,10.33,1.3,231,0.9,321,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.2,21.9,17.6,14.7
20200721,108,1.6,1392,25,4.2,1729,25,6.6,1723,25.0,30.5,1533,21.4,611,20.4,25.6,18.5,77.0,51.0,1547,23.9,4.8,3.4,-9.0,1001.8,1011.6,1013.0,931,1010.3,1530,6.3,4.0,14.4,-9.0,17.83,3.02,1300,0.0,6.5,0.83,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.2,22.0,17.6,14.7
20200722,108,1.6,1402,14,3.4,1633,16,5.6,1655,23.7,25.7,1501,22.6,2222,21.7,24.0,20.2,89.3,81.0,1523,26.0,1.5,1.0,-9.0,999.9,1009.7,1011.3,1,1008.4,1613,9.8,0.0,14.4,-9.0,4.5,0.72,1300,11.5,7.2,11.17,6.2,758,1.6,819,-9.0,-9,-9.0,-9,-9.0,-9,24.4,23.1,22.1,17.8,14.8
20200723,108,3.6,3136,5,8.3,1954,7,14.9,2021,21.1,22.6,1,18.5,2319,20.3,21.8,17.3,95.5,89.0,21,23.9,1.6,1.1,-9.0,995.7,1005.5,1010.4,629,999.6,1952,10.0,0.0,14.3,-9.0,2.72,0.45,1300,103.1,101.2,22.67,18.5,1717,4.5,2028,-9.0,-9,-9.0,-9,-9.0,-9,24.2,23.2,22.1,17.8,14.8
20200724,108,4.6,3944,5,8.7,109,5,16.1,109,22.5,26.8,1625,18.7,1,17.6,21.2,17.3,74.3,61.0,1655,20.2,4.0,2.8,-9.0,989.3,999.0,1000.7,2211,997.6,1420,9.3,1.0,14.3,-9.0,10.46,1.5,1600,2.9,2.6,8.25,2.3,855,1.1,933,-9.0,-9,-9.0,-9,-9.0,-9,22.8,23.6,23.2,20.5,14.9
20200725,108,3.1,2703,5,6.1,1428,5,11.3,1437,24.3,29.0,1555,22.3,235,18.2,23.9,20.1,69.3,56.0,1418,21.0,5.9,4.1,-9.0,993.6,1003.3,1006.8,2337,1000.5,25,7.8,1.9,14.3,-9.0,15.59,2.75,1300,0.0,0.0,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.8,23.2,23.0,20.3,15.1
20200726,108,2.0,1767,5,3.3,952,2,5.9,53,25.4,29.6,1614,21.6,549,19.2,25.6,19.0,69.3,56.0,1153,22.3,4.6,3.2,-9.0,997.4,1007.0,1008.4,2344,1006.0,200,7.4,5.6,14.3,-9.0,18.14,2.8,1100,0.0,0.6,0.42,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.3,23.0,22.7,19.6,15.3
20200727,108,2.2,1861,5,3.2,1656,2,5.7,1243,24.3,25.5,1540,22.9,611,21.8,25.2,21.4,86.4,80.0,1706,26.1,2.3,1.6,-9.0,998.6,1008.4,1009.3,1240,1007.4,1837,10.0,0.0,14.2,-9.0,7.72,0.95,1500,2.2,1.6,16.92,0.6,306,0.5,356,-9.0,-9,-9.0,-9,-9.0,-9,23.9,22.9,22.6,19.2,15.3
20200728,108,2.0,1734,5,3.1,1256,7,5.4,1219,24.4,26.4,1447,22.7,548,21.5,25.0,21.1,84.8,71.0,1221,25.7,2.3,1.6,-9.0,1000.5,1010.3,1011.5,2307,1008.4,1,9.9,0.0,14.2,-9.0,8.38,1.18,1100,0.4,8.3,10.17,0.3,1614,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.0,22.4,19.0,15.3
20200729,108,2.0,1694,7,3.4,524,5,6.7,524,23.7,24.9,1746,22.6,925,22.9,23.9,21.6,95.8,89.0,34,28.0,1.0,0.7,-9.0,1002.0,1011.7,1012.7,1014,1010.4,356,10.0,0.0,14.2,-9.0,3.18,0.4,1600,50.1,42.3,18.17,27.1,902,9.3,903,-9.0,-9,-9.0,-9,-9.0,-9,24.1,23.1,22.4,18.9,15.3
20200730,108,2.1,1774,20,3.8,1342,18,7.7,1351,25.3,28.4,1439,23.4,2324,22.6,26.9,20.6,85.5,68.0,1613,27.4,4.4,3.1,-9.0,1003.4,1013.1,1014.4,2326,1011.5,334,8.3,3.0,14.1,-9.0,15.34,2.84,1300,0.1,-9.0,5.25,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.3,22.7,19.5,15.3
20200731,108,2.0,1701,29,4.6,2348,32,8.2,2341,26.2,29.6,1319,22.8,635,22.7,27.2,21.1,81.9,69.0,1136,27.7,3.5,2.5,-9.0,1003.9,1013.7,1015.1,717,1012.3,1737,6.9,5.0,14.1,-9.0,14.5,2.44,1000,1.5,3.3,2.42,1.2,2305,1.2,2355,-9.0,-9,-9.0,-9,-9.0,-9,24.5,23.3,22.6,19.4,15.4
20200801,108,1.7,1490,18,4.9,1948,18,9.0,1952,25.3,26.9,1113,24.3,546,23.6,25.7,23.1,90.9,82.0,1957,29.2,1.6,1.1,-9.0,1000.5,1010.3,1013.1,2,1007.7,1748,9.8,0.0,14.1,-9.0,5.31,0.93,1000,39.1,41.5,16.5,23.6,1222,8.9,1224,-9.0,-9,-9.0,-9,-9.0,-9,24.9,23.4,22.6,19.3,15.4
20200802,108,2.3,2002,25,7.5,1543,25,14.6,1538,24.9,26.4,1501,23.5,1855,24.2,25.2,22.8,96.3,90.0,2349,30.3,1.0,0.7,-9.0,997.8,1007.5,1009.1,1,1005.4,2041,10.0,0.0,14.0,-9.0,2.55,0.39,1000,31.4,83.8,23.25,13.8,1533,11.1,1534,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.7,22.8,19.6,15.4
20200803,108,3.0,2626,18,8.3,25,20,14.5,21,25.0,26.3,142,23.9,2002,24.3,25.1,22.8,96.3,89.0,118,30.4,1.1,0.8,-9.0,998.4,1008.1,1010.2,2329,1005.5,116,10.0,0.0,14.0,-9.0,3.09,0.65,1400,102.6,47.8,19.92,28.5,836,14.9,1920,-9.0,-9,-9.0,-9,-9.0,-9,25.0,24.0,23.4,20.5,15.5
20200804,108,3.5,3043,20,5.7,724,18,11.0,1402,27.0,29.4,1520,25.0,1,25.0,26.9,24.3,89.3,77.0,1453,31.6,2.5,1.7,-9.0,1000.9,1010.6,1012.8,2338,1008.9,218,9.6,0.4,14.0,-9.0,8.06,1.79,1400,3.9,4.1,11.67,1.8,636,0.9,722,-9.0,-9,-9.0,-9,-9.0,-9,24.9,24.3,23.9,22.0,16.0
20200805,108,1.9,1654,16,4.6,1651,20,8.0,915,26.5,29.1,1630,25.5,2346,25.1,26.7,24.3,92.1,81.0,1648,31.8,1.5,1.0,-9.0,1000.8,1010.5,1012.7,1,1007.2,2359,9.8,0.1,13.9,-9.0,5.02,0.88,1500,18.5,91.7,12.67,14.4,2325,7.3,2337,-9.0,-9,-9.0,-9,-9.0,-9,25.2,24.2,23.7,21.2,16.4
20200806,108,3.3,2851,20,6.5,545,20,13.1,544,24.1,26.0,1644,22.9,2357,22.8,24.8,21.1,92.8,83.0,1735,27.7,1.9,1.3,-9.0,995.4,1005.1,1008.7,2348,1000.5,505,8.0,0.2,13.9,-9.0,6.74,1.23,1200,75.7,0.5,12.33,19.9,415,6.8,419,-9.0,-9,-9.0,-9,-9.0,-9,25.6,24.5,24.0,21.1,16.4
20200807,108,1.8,1521,11,3.3,1800,11,6.9,1126,24.3,26.1,1536,22.6,628,21.5,24.8,20.6,85.3,71.0,1802,25.6,2.4,1.7,-9.0,996.9,1006.6,1009.2,252,1004.5,1750,9.0,0.0,13.9,-9.0,6.7,1.27,1200,0.0,0.0,2.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.2,24.6,24.2,22.0,16.6
20200808,108,2.3,1949,7,3.7,852,11,7.5,1055,24.2,26.1,1628,22.7,432,22.3,24.9,20.6,89.5,77.0,1045,27.0,1.5,1.1,-9.0,993.2,1002.9,1004.7,1,1001.3,1958,9.1,1.8,13.9,-9.0,6.96,1.08,1600,19.1,31.1,10.42,5.9,2026,1.3,2028,-9.0,-9,-9.0,-9,-9.0,-9,25.1,24.5,24.0,21.2,16.7
20200809,108,2.6,2278,20,6.8,1241,18,12.4,1256,24.9,25.8,2330,23.7,1,24.0,24.3,23.1,95.4,89.0,2038,29.9,0.9,0.6,-9.0,992.5,1002.2,1003.4,2323,1001.4,835,9.8,0.0,13.8,-9.0,1.43,0.17,900,50.3,41.6,20.25,13.9,1337,3.9,1107,-9.0,-9,-9.0,-9,-9.0,-9,25.0,24.4,23.9,20.8,16.6
20200810,108,2.0,1731,20,4.3,348,20,10.2,341,26.5,29.5,1331,24.7,2357,25.0,26.4,23.6,91.6,78.0,1226,31.7,2.1,1.5,-9.0,993.8,1003.4,1004.7,809,1001.7,1515,9.9,0.2,13.8,-9.0,7.77,1.81,1100,44.6,138.0,17.67,28.6,1556,10.0,1615,-9.0,-9,-9.0,-9,-9.0,-9,24.9,24.5,24.3,21.7,16.5
20200811,108,2.2,1858,20,4.7,411,25,9.1,500,24.6,27.3,1333,22.4,536,23.2,25.2,21.5,92.5,79.0,1341,28.5,2.3,1.6,-9.0,999.6,1009.3,1012.6,2359,1003.7,119,9.5,0.5,13.8,-9.0,7.44,2.57,1300,97.0,0.3,10.17,23.6,435,6.3,604,-9.0,-9,-9.0,-9,-9.0,-9,25.6,24.8,24.6,22.8,16.7
20200812,108,1.9,1637,20,4.3,1840,20,6.7,1834,27.2,31.3,1405,23.5,431,24.1,28.3,21.5,83.9,68.0,1421,30.1,3.8,2.7,-9.0,1002.7,1012.4,1013.7,700,1010.9,1649,8.3,2.1,13.7,-9.0,13.62,2.79,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.2,24.9,24.6,22.8,17.3
20200813,108,2.5,2169,20,4.9,2050,20,8.7,2026,28.0,30.3,1557,26.3,506,24.6,27.4,24.4,82.4,74.0,1553,31.0,3.0,2.1,-9.0,999.3,1008.9,1012.4,1,1006.2,1830,8.5,0.2,13.7,-9.0,7.96,1.25,1000,-9.0,0.4,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,24.8,24.4,22.0,17.4
20200814,108,3.5,3065,23,5.7,1306,23,10.9,1306,27.1,28.0,1147,26.5,822,24.6,26.3,24.9,86.1,81.0,1715,30.9,1.6,1.1,-9.0,995.8,1005.5,1006.9,3,1004.4,502,9.3,0.0,13.7,-9.0,4.14,0.56,1100,0.4,44.2,2.92,0.4,750,0.4,753,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.8,24.3,21.5,17.3
20200815,108,1.9,1641,23,5.6,655,18,10.5,651,26.1,27.0,1745,25.0,729,25.3,25.9,18.7,96.0,92.0,1,32.3,1.2,0.8,-9.0,998.7,1008.4,1010.1,2101,1006.1,343,9.3,0.0,13.6,-9.0,3.25,0.65,1500,69.0,24.8,17.08,23.7,552,13.1,1300,-9.0,-9,-9.0,-9,-9.0,-9,26.0,24.9,24.2,21.2,17.1
20200816,108,3.0,2613,23,5.2,1524,25,10.0,1454,27.4,30.8,1441,25.3,533,24.1,27.9,23.7,82.6,66.0,1448,29.9,4.4,3.1,-9.0,1001.0,1010.6,1012.1,2400,1009.6,1448,8.3,2.4,13.6,-9.0,14.3,2.42,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.0,25.2,24.7,22.1,17.1
20200817,108,2.3,1996,29,4.1,1657,32,7.1,1711,28.2,32.2,1602,26.1,459,23.8,29.0,22.1,77.9,61.0,1254,29.4,5.4,3.8,-9.0,1003.7,1013.4,1014.8,1013,1012.0,2,4.4,5.8,13.5,-9.0,18.44,3.29,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.3,25.2,24.6,21.9,17.1
20200818,108,1.6,1375,27,3.6,1533,27,5.4,1728,27.5,31.9,1543,24.0,622,22.7,29.1,20.8,76.3,56.0,1734,27.5,5.8,4.1,-9.0,1003.2,1012.9,1014.7,803,1010.9,1755,2.8,7.9,13.5,-9.0,19.81,3.21,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.7,25.2,24.5,21.6,17.1
20200819,108,2.0,1727,29,4.4,1427,29,7.6,1446,27.1,31.4,1548,23.6,514,22.4,28.6,20.2,76.8,61.0,1440,27.1,6.2,4.3,-9.0,1001.7,1011.3,1012.9,543,1009.3,1611,2.3,9.4,13.5,-9.0,22.54,2.76,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.8,25.3,24.5,21.4,17.1
20200820,108,1.7,1457,27,4.2,1620,29,7.1,1913,27.7,31.7,1310,25.0,301,22.8,27.6,21.8,76.0,58.0,1414,27.8,4.5,3.1,-9.0,1002.4,1012.1,1013.4,805,1010.2,1515,6.4,3.1,13.4,-9.0,15.16,3.05,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.9,25.4,24.5,21.2,17.0
20200821,108,1.6,1344,29,3.5,947,29,7.4,943,26.6,29.2,1630,25.2,543,23.5,27.6,22.4,83.1,75.0,1648,28.9,2.7,1.9,-9.0,1003.9,1013.7,1014.5,938,1012.8,106,8.8,0.8,13.4,-9.0,8.74,2.0,1300,2.5,2.5,4.67,2.1,1159,1.6,1247,-9.0,-9,-9.0,-9,-9.0,-9,27.0,25.5,24.5,21.1,17.0
20200822,108,2.1,1792,34,5.5,1259,9,8.4,1259,24.3,27.6,1207,21.7,2342,21.9,25.2,20.1,87.4,78.0,1118,26.4,1.8,1.3,-9.0,1002.5,1012.2,1013.9,1,1010.3,1700,9.0,0.6,13.4,-9.0,7.56,1.11,1000,42.6,42.6,6.25,23.0,1211,9.7,1227,-9.0,-9,-9.0,-9,-9.0,-9,26.8,25.5,24.5,21.1,17.0
20200823,108,1.9,1604,25,3.9,1552,25,6.2,1549,25.3,29.9,1555,21.5,45,21.0,27.2,19.7,78.4,59.0,1517,24.9,5.4,3.8,-9.0,998.7,1008.4,1010.8,1,1006.4,1747,6.0,6.8,13.3,-9.0,18.72,2.53,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.4,25.6,24.6,21.0,17.0
20200824,108,2.2,1866,23,4.9,1549,18,8.5,1329,27.8,32.0,1521,23.7,554,22.0,28.6,20.9,71.6,54.0,1545,26.5,6.0,4.2,-9.0,995.2,1004.8,1007.5,2,1003.2,1631,5.9,8.8,13.3,-9.0,20.25,2.65,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.4,25.6,24.8,21.1,17.1
20200825,108,2.1,1822,32,4.6,1722,18,7.6,1456,29.9,34.5,1452,26.0,618,23.4,30.5,22.7,69.5,49.0,1434,28.8,6.9,4.8,-9.0,995.0,1004.5,1006.0,2305,1003.3,1502,5.9,7.6,13.2,-9.0,21.21,3.16,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.7,25.6,24.7,21.1,17.1
20200826,108,3.4,2931,7,6.5,2352,7,13.9,2344,30.2,34.5,1553,27.0,552,23.4,29.3,23.6,68.3,53.0,1617,28.8,7.2,5.0,-9.0,992.2,1001.7,1005.7,1,997.5,2347,6.4,7.5,13.2,-9.0,19.68,2.96,1100,0.6,6.7,4.75,0.6,2225,0.4,2310,-9.0,-9,-9.0,-9,-9.0,-9,27.2,25.6,24.7,21.1,17.1
20200827,108,3.6,3101,11,7.0,510,14,15.6,535,27.1,28.6,1611,25.6,736,24.2,27.2,23.6,84.6,70.0,31,30.2,2.0,1.4,-9.0,991.3,1000.9,1005.7,2349,993.8,521,9.9,0.5,13.2,-9.0,5.5,1.14,1400,8.7,10.4,15.08,4.2,632,1.6,635,-9.0,-9,-9.0,-9,-9.0,-9,27.3,25.8,24.7,21.1,17.1
20200828,108,1.6,1411,25,4.4,1433,23,7.4,1418,27.3,29.7,1228,26.0,551,25.3,28.1,24.3,89.1,77.0,1231,32.2,3.0,2.1,-9.0,997.3,1007.0,1009.0,2254,1005.3,143,8.9,2.0,13.1,-9.0,10.18,1.63,1000,13.6,5.8,9.25,6.7,523,4.7,539,-9.0,-9,-9.0,-9,-9.0,-9,27.0,25.8,24.8,21.1,17.1
20200829,108,1.3,1122,16,4.0,1100,16,7.4,1057,26.8,29.0,1612,25.5,558,25.0,28.7,23.5,90.1,77.0,1030,31.7,2.0,1.4,-9.0,999.2,1008.9,1010.5,2220,1007.6,537,8.4,1.7,13.1,-9.0,8.7,1.38,1400,13.6,53.4,9.5,6.5,1052,3.1,1055,-9.0,-9,-9.0,-9,-9.0,-9,27.1,25.9,24.8,21.0,17.1
20200830,108,2.1,1800,5,4.8,2253,5,8.1,2311,26.8,30.6,1423,24.4,2348,24.6,28.1,22.6,88.8,74.0,1438,31.0,3.8,2.7,-9.0,1001.6,1011.3,1013.3,2223,1009.7,1707,7.9,2.4,13.1,-9.0,12.89,1.92,1200,42.5,2.7,11.08,32.5,144,9.9,155,-9.0,-9,-9.0,-9,-9.0,-9,27.2,26.1,25.2,21.1,17.2
20200831,108,2.8,2410,5,4.3,24,11,8.2,1427,26.4,30.0,1610,23.8,107,22.1,27.2,21.9,77.9,67.0,1420,26.6,4.2,2.9,-9.0,1002.4,1012.1,1013.5,944,1010.3,1803,8.8,1.9,13.0,-9.0,12.25,2.09,1300,0.0,0.0,0.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.3,26.2,25.4,21.9,17.2
20200901,108,1.9,1627,9,3.6,9,11,7.5,9,26.6,29.5,1459,23.8,630,21.1,27.0,21.8,72.4,62.0,1321,25.0,3.4,2.4,-9.0,999.4,1009.1,1011.9,1,1007.4,1501,8.8,1.0,13.0,-9.0,11.35,2.57,1200,0.0,0.5,0.75,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.2,26.2,25.4,21.8,17.2
20200902,108,2.3,1970,5,4.0,1543,5,7.6,1542,24.3,26.4,2,22.6,2346,22.7,25.3,21.8,91.3,79.0,13,27.6,1.2,0.9,-9.0,993.7,1003.4,1008.0,1,994.7,2359,9.6,0.0,13.0,-9.0,3.34,0.49,1400,33.3,62.3,20.08,20.0,1736,6.0,1746,-9.0,-9,-9.0,-9,-9.0,-9,27.0,26.2,25.3,21.7,17.3
20200903,108,4.8,4121,27,9.8,722,29,21.5,829,22.7,25.6,1420,20.0,741,19.3,24.0,17.9,82.0,63.0,1422,22.4,4.8,3.3,-9.0,987.3,997.0,1007.7,2358,986.3,537,7.4,2.8,12.9,-9.0,13.51,2.31,1200,29.8,0.3,11.0,5.1,220,1.3,740,-9.0,-9,-9.0,-9,-9.0,-9,26.4,26.2,25.5,21.7,17.3
20200904,108,2.7,2316,20,5.6,405,18,9.7,358,23.3,27.5,1541,19.9,325,15.7,23.7,15.3,63.9,39.0,1623,17.8,6.4,4.5,-9.0,1002.2,1012.0,1014.6,2308,1007.6,1,1.6,10.1,12.9,-9.0,21.21,3.14,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,26.1,25.8,22.7,17.4
20200905,108,2.0,1685,11,3.5,1838,11,5.8,1756,23.3,27.3,1529,19.2,615,16.5,23.4,15.7,66.6,53.0,1820,18.8,4.2,2.9,-9.0,1003.5,1013.4,1015.1,726,1011.9,1536,8.0,3.3,12.8,-9.0,14.49,2.25,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.5,25.9,25.6,22.4,17.5
20200906,108,2.7,2301,5,4.8,1957,7,9.7,1952,21.7,24.4,1449,19.5,2252,17.9,22.7,17.1,80.0,62.0,1233,20.5,2.5,1.8,-9.0,999.3,1009.1,1013.2,53,1004.2,2400,9.4,0.0,12.8,-9.0,7.13,1.17,1000,6.4,28.5,8.58,4.1,2240,1.5,2244,-9.0,-9,-9.0,-9,-9.0,-9,25.3,25.7,25.4,22.2,17.5
20200907,108,4.2,3664,32,7.9,1059,2,15.3,1109,19.2,20.6,2352,17.5,751,18.0,20.1,16.4,93.5,84.0,611,20.8,1.7,1.2,-9.0,983.1,992.8,1004.2,1,984.7,1259,10.0,0.0,12.8,-9.0,3.37,0.9,1300,61.0,38.9,24.0,8.4,1933,1.9,827,-9.0,-9,-9.0,-9,-9.0,-9,24.9,25.5,25.3,22.0,17.6
20200908,108,4.2,3616,25,7.0,734,25,15.4,731,23.4,26.5,1419,20.6,1,17.6,23.1,17.6,71.5,50.0,1310,20.2,6.3,4.4,-9.0,998.7,1008.5,1012.2,2220,998.8,3,5.4,9.5,12.7,-9.0,21.87,3.21,1200,0.0,0.2,1.0,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.7,25.2,25.4,22.9,17.6
20200909,108,2.1,1803,32,7.6,1332,32,13.1,1327,21.1,25.3,1258,19.0,1424,18.0,22.2,16.1,83.4,65.0,1324,20.7,3.1,2.2,-9.0,999.9,1009.7,1012.0,109,1007.7,1556,7.6,3.1,12.7,-9.0,12.29,2.34,1100,1.3,5.0,4.83,1.1,1331,0.9,1416,-9.0,-9,-9.0,-9,-9.0,-9,24.0,24.9,25.2,22.9,17.6
20200910,108,2.0,1722,18,4.2,1501,18,7.3,1455,22.8,27.0,1537,18.8,623,17.9,24.4,17.1,75.8,49.0,1645,20.5,5.3,3.7,-9.0,999.1,1009.0,1011.5,2337,1007.6,423,6.3,9.0,12.6,-9.0,19.17,2.86,1200,3.9,-9.0,2.25,3.5,431,2.7,511,-9.0,-9,-9.0,-9,-9.0,-9,24.0,24.7,25.0,22.6,17.7
20200911,108,2.8,2438,5,4.9,2045,11,9.7,1342,22.4,27.1,1219,19.2,2357,16.9,22.7,16.9,72.6,47.0,1254,19.3,4.1,2.8,-9.0,1004.5,1014.4,1016.6,2215,1011.5,1,7.6,4.5,12.6,-9.0,12.87,2.5,1000,1.2,6.1,7.83,1.4,2330,0.4,2353,-9.0,-9,-9.0,-9,-9.0,-9,24.2,24.6,24.8,22.3,17.8
20200912,108,2.0,1743,5,3.9,230,7,8.0,229,20.2,23.2,1541,18.1,232,17.3,21.5,16.8,83.8,74.0,1417,19.7,2.1,1.5,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,9.5,0.0,12.6,-9.0,7.34,1.15,1200,5.7,0.8,18.58,1.8,121,0.6,138,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,22.2,17.8
20200913,108,1.9,1663,32,3.5,1507,34,6.1,1538,21.5,26.6,1542,16.7,618,15.6,24.1,14.0,70.4,52.0,1541,17.8,5.4,3.8,-9.0,1005.7,1015.6,1017.2,610,1013.7,1522,2.8,9.8,12.5,-9.0,20.53,3.02,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,24.5,24.6,22.1,17.8
20200914,108,1.8,1581,29,4.3,1732,29,7.4,1728,21.3,24.9,1236,17.6,622,17.4,22.8,12.9,79.3,62.0,1218,19.9,3.5,2.5,-9.0,1004.4,1014.3,1015.3,921,1012.4,1552,4.6,5.7,12.5,-9.0,13.86,2.64,1100,0.0,0.0,0.42,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.7,24.3,24.5,22.0,17.8
20200915,108,1.6,1414,18,3.3,1447,16,5.9,1346,23.0,27.7,1429,18.9,627,18.3,23.9,15.3,76.4,50.0,1509,21.0,4.4,3.1,-9.0,1002.6,1012.4,1014.8,1,1010.6,1900,7.5,5.1,12.4,-9.0,16.56,2.67,1300,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,24.3,24.4,22.0,17.8
