tm,mosquito_value_house,mosquito_value_park,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50,날짜,수온,pH,용존산소(㎎/L),총질소(㎎/L),총인(㎎/L),총유기탄소
20210517,45.4,58.6,108,1.6,1362,5,3.1,2,5,5.3,2,15.3,16.7,1815,14.2,442,14.1,17.4,10.9,93.0,86.0,1919,16.1,1.3,0.9,-9.0,997.0,1007.0,1010.5,2335,1002.7,12,9.0,0.0,14.3,-9.0,5.21,0.6,1000,3.1,2.8,13.83,1.7,1115,0.4,1118,-9.0,-9,-9.0,-9,-9.0,-9,19.1,17.1,15.6,13.4,13.4,2021-05-17,18.77309090909091,6.819818181818182,6.728727272727273,4.765863636363637,0.2768409090909091,8.097826086956522
20210518,38.9,36.5,108,1.7,1509,27,4.5,1702,25,7.3,1659,17.9,24.5,1611,13.6,403,11.8,20.2,9.2,70.5,45.0,2002,14.1,6.3,4.4,-9.0,1000.5,1010.5,1012.1,817,1008.7,1620,4.4,8.4,14.3,-9.0,24.12,3.74,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,18.3,17.2,15.9,13.6,13.4,2021-05-18,20.413888888888888,6.90719696969697,6.40239898989899,5.0444065656565655,0.1974558080808081,5.408585858585859
20210519,33.1,32.7,108,1.8,1553,25,4.4,1525,25,7.4,1539,19.9,26.6,1503,12.4,557,9.1,22.3,7.1,52.3,31.0,1422,11.6,8.3,5.8,-9.0,1001.8,1011.7,1012.9,703,1009.8,1832,2.6,13.2,14.3,-9.0,29.93,3.66,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,18.6,17.1,16.0,13.6,13.4,2021-05-19,21.14305555555556,6.943055555555556,5.905555555555555,5.508194444444444,0.1685416666666666,5.181763285024155
20210520,33.1,34.2,108,2.5,2135,9,6.2,1610,11,13.0,1629,18.7,22.9,1252,15.6,2335,10.3,17.9,11.0,59.8,42.0,1331,12.6,3.2,2.2,-9.0,995.2,1005.1,1011.6,1,1000.3,1848,9.9,0.0,14.3,-9.0,6.8,1.19,1100,0.9,5.8,11.15,0.5,2219,0.3,2011,-9.0,-9,-9.0,-9,-9.0,-9,19.1,17.2,16.0,13.6,13.4,2021-05-20,19.975,6.9750000000000005,5.758333333333333,6.022291666666667,0.1577083333333333,5.130555555555556
20210521,37.5,31.2,108,1.7,1503,5,4.2,49,5,7.1,12,16.0,18.2,1820,14.2,637,13.6,17.4,13.3,86.5,73.0,1841,15.6,2.2,1.5,-9.0,995.9,1005.9,1010.0,2320,1000.7,253,9.5,0.9,14.4,-9.0,7.35,0.99,1100,6.9,2.2,15.17,2.0,1401,1.3,1444,-9.0,-9,-9.0,-9,-9.0,-9,18.6,17.3,16.1,13.6,13.5,2021-05-21,18.8758658008658,6.977453102453102,5.989772727272727,6.6198358585858585,0.2073448773448773,5.774772570424744
20210522,63.1,0.0,108,2.5,2161,27,6.2,1506,25,9.5,1505,18.6,23.8,1309,13.8,531,12.3,21.8,9.3,69.3,43.0,1530,14.3,7.4,5.2,-9.0,1000.8,1010.7,1012.0,2245,1008.9,1654,1.5,12.7,14.4,-9.0,28.69,3.48,1200,0.2,-9.0,0.92,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,18.2,17.3,16.1,13.6,13.5,2021-05-22,20.579166666666666,6.986111111111112,6.530555555555555,5.8251388888888895,0.1881944444444444,4.605555555555555
20210523,33.8,33.7,108,1.7,1461,27,4.8,2028,27,7.9,2024,19.5,25.1,1328,14.3,521,12.2,21.0,9.1,64.4,46.0,1319,14.2,5.3,3.7,-9.0,1000.8,1010.8,1013.0,621,1008.6,1749,6.9,6.0,14.4,-9.0,19.28,2.89,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,18.8,17.2,16.2,13.7,13.5,2021-05-23,21.329166666666666,6.983333333333333,7.176388888888888,5.762361111111112,0.1738888888888889,4.726388888888889
20210524,36.3,34.8,108,2.7,2331,27,5.6,1441,27,9.2,1655,19.4,24.5,1525,16.4,536,11.1,22.8,12.4,61.0,28.0,1558,13.3,7.5,5.2,-9.0,997.9,1007.8,1009.5,1,1005.8,1629,3.3,9.1,14.4,-9.0,26.9,3.57,1200,-9.0,8.2,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.1,17.3,16.2,13.7,13.5,2021-05-24,21.905555555555555,6.983333333333333,7.859722222222222,5.263313492063492,0.1442361111111111,4.742158385093167
20210525,37.9,38.9,108,3.2,2763,25,7.4,1426,27,12.8,1450,15.3,19.3,1632,11.9,854,10.0,17.9,7.5,72.3,37.0,1912,12.3,5.0,3.5,-9.0,997.0,1007.0,1010.2,2337,1005.2,950,5.3,6.4,14.5,-9.0,19.29,2.76,1500,8.3,0.1,4.58,5.4,534,2.1,557,-9.0,-9,-9.0,-9,-9.0,-9,19.5,17.5,16.3,13.8,13.5,2021-05-25,21.04170692431562,6.9850241545893725,6.323832528180354,6.969339774557166,0.2607487922705314,5.667310789049918
20210526,38.2,44.0,108,2.9,2463,20,6.5,1518,20,13.1,1451,18.0,23.0,1513,11.5,513,8.9,18.8,6.6,58.5,31.0,1504,11.4,5.8,4.1,-9.0,997.4,1007.3,1010.9,40,1004.5,1844,7.6,5.3,14.5,-9.0,17.95,3.01,1000,0.0,7.9,0.67,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.0,17.6,16.4,13.8,13.5,2021-05-26,20.12936507936508,6.993650793650794,6.746825396825397,6.423571428571428,0.1928174603174603,5.169444444444444
20210527,30.2,26.4,108,2.8,2457,23,5.2,1205,18,9.1,1644,15.8,18.7,1611,13.9,2301,12.8,16.4,9.0,83.0,52.0,1,14.8,1.4,1.0,-9.0,991.6,1001.6,1005.2,2334,999.3,1112,6.5,0.5,14.5,-9.0,5.08,1.38,1500,8.9,12.8,5.92,6.5,642,2.1,726,-9.0,-9,-9.0,-9,-9.0,-9,18.8,17.7,16.5,13.9,13.5,2021-05-27,19.308333333333334,6.976388888888889,5.498611111111111,7.603611111111111,0.2865972222222222,6.147650417215634
20210528,35.2,26.6,108,2.6,2266,23,5.0,1728,25,10.2,1748,15.3,19.7,1556,12.4,844,12.8,17.4,7.9,86.0,66.0,1648,14.8,3.3,2.3,-9.0,990.6,1000.6,1006.4,542,996.6,1755,8.6,1.9,14.5,-9.0,11.26,2.86,1400,12.3,0.5,7.83,4.7,502,1.7,505,-9.0,-9,-9.0,-9,-9.0,-9,18.1,17.6,16.6,13.9,13.5,2021-05-28,18.02638888888889,6.893055555555556,5.220833333333334,7.325694444444444,0.4303472222222222,7.659722222222221
20210529,32.5,34.2,108,2.2,1867,25,3.7,49,23,7.3,9,15.4,19.1,1017,12.8,2353,11.7,18.1,9.5,79.8,59.0,1252,13.8,2.6,1.8,-9.0,996.7,1006.7,1010.0,2239,1001.5,1,5.1,3.9,14.5,-9.0,10.45,2.17,900,0.3,0.3,8.42,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,17.9,17.5,16.6,14.0,13.5,2021-05-29,18.42083333333333,6.898611111111111,6.193055555555556,5.482777777777777,0.2285416666666666,5.126388888888889
20210530,29.7,28.1,108,2.1,1822,27,7.6,1931,27,16.0,1923,18.4,26.3,1603,10.8,540,12.5,21.9,7.8,73.0,37.0,1614,14.6,6.7,4.7,-9.0,998.9,1008.9,1010.7,606,1006.2,1646,3.9,11.6,14.6,-9.0,29.45,3.72,1200,18.1,22.1,4.0,11.3,2249,4.0,2249,-9.0,-9,-9.0,-9,-9.0,-9,17.6,17.4,16.6,14.0,13.5,2021-05-30,20.502777777777776,6.969444444444445,6.606944444444444,6.153611111111111,0.1745138888888888,5.57361111111111
20210531,30.8,29.2,108,1.8,1587,5,3.5,1624,2,5.7,1619,19.9,23.8,1725,16.5,417,15.9,21.1,14.5,78.9,63.0,1730,18.0,3.5,2.5,-9.0,1001.1,1011.0,1012.8,2346,1009.4,148,7.4,2.0,14.6,-9.0,12.52,1.76,1500,4.0,3.2,2.5,4.7,-2349,3.2,-2358,-9.0,-9,-9.0,-9,-9.0,-9,18.7,17.4,16.6,14.1,13.6,2021-05-31,20.648611111111112,6.809722222222223,4.769444444444445,6.660069444444445,0.4164583333333333,6.875559163059164
20210601,32.8,26.5,108,2.2,1863,32,5.4,533,29,9.0,527,20.2,23.9,1311,15.9,811,15.4,21.1,13.9,74.6,57.0,1322,17.5,3.9,2.7,-9.0,1003.9,1013.8,1016.5,710,1011.5,221,8.1,1.9,14.6,-9.0,13.01,2.03,1000,3.2,0.0,4.42,2.3,712,1.3,754,-9.0,-9,-9.0,-9,-9.0,-9,19.0,17.5,16.8,14.2,13.6,2021-06-01,20.903333333333336,6.877222222222223,5.888055555555556,5.4040833333333325,0.19525,4.466388888888889
20210602,40.7,43.4,108,2.1,1842,29,4.5,1718,29,8.2,1827,23.2,29.7,1531,16.6,453,15.3,25.0,12.6,64.4,37.0,1506,17.4,7.7,5.4,-9.0,1002.6,1012.4,1014.9,617,1009.8,1711,3.4,11.9,14.6,-9.0,26.82,3.21,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.3,17.7,16.8,14.3,13.6,2021-06-02,22.590277777777786,6.927777777777778,6.294444444444444,5.061875,0.1518749999999999,4.081944444444445
20210603,41.6,41.5,108,1.8,1526,32,7.5,2041,34,14.3,2039,19.1,22.7,1143,14.6,2335,15.6,20.4,12.9,80.8,59.0,1045,17.8,1.8,1.3,-9.0,994.3,1004.2,1011.0,6,1000.5,1935,9.6,0.2,14.6,-9.0,5.11,0.78,700,18.1,18.1,12.17,5.1,1944,2.5,2024,-9.0,-9,-9.0,-9,-9.0,-9,20.2,17.9,16.9,14.3,13.6,2021-06-03,21.7475,6.891944444444444,4.953333333333333,6.214722222222222,0.2411666666666666,5.384305006587616
20210604,45.2,46.3,108,2.9,2473,20,6.0,1556,23,10.4,1555,18.5,23.6,1530,13.3,419,12.1,22.7,8.8,69.4,38.0,1555,14.1,7.8,5.5,-9.0,991.7,1001.6,1002.6,122,1000.5,1519,2.6,10.9,14.6,-9.0,29.01,3.65,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.7,18.1,17.0,14.4,13.6,2021-06-04,21.405176767676767,6.873232323232323,5.120328282828283,5.380492424242424,0.2969823232323232,5.635984848484848
20210605,39.2,36.7,108,3.3,2815,18,5.5,1757,20,9.9,1805,20.8,25.7,1524,17.0,359,14.4,22.2,13.6,68.1,40.0,1624,16.5,6.9,4.8,-9.0,991.0,1000.8,1003.5,2252,999.1,1609,3.0,8.4,14.7,-9.0,23.11,3.48,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.1,18.3,17.1,14.4,13.6,2021-06-05,21.758333333333336,6.929166666666666,6.395833333333333,5.304444444444445,0.1752083333333333,4.0348429951690825
20210606,36.2,32.8,108,2.2,1907,20,3.8,249,23,7.0,240,23.0,28.2,1529,18.4,138,16.7,25.0,12.7,69.6,48.0,1539,19.1,6.8,4.7,-9.0,996.7,1006.4,1010.9,2301,1003.3,14,3.8,8.3,14.7,-9.0,23.46,3.27,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.5,18.4,17.2,14.5,13.6,2021-06-06,23.21388888888889,6.945833333333334,7.041666666666667,6.004166666666666,0.1853472222222222,4.183272946859904
20210607,41.6,45.9,108,1.7,1495,14,3.3,1011,11,6.0,1010,21.1,24.0,1734,19.4,353,15.7,21.1,14.5,71.5,57.0,1711,17.8,2.6,1.8,-9.0,1003.8,1013.7,1015.2,2332,1010.4,7,7.8,0.3,14.7,-9.0,7.02,0.93,1600,0.0,0.1,3.58,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.1,18.6,17.3,14.6,13.7,2021-06-07,22.341134167764604,6.945525911286782,7.040788317962232,6.339229797979797,0.1696275252525252,4.255615942028985
20210608,46.2,51.6,108,1.7,1453,25,3.6,1630,29,6.6,1652,23.6,29.5,1539,18.8,533,17.3,25.4,15.3,69.6,43.0,1547,19.9,5.8,4.1,-9.0,1005.1,1014.9,1016.2,720,1013.4,1754,5.4,7.1,14.7,-9.0,21.25,2.9,1000,0.1,-9.0,0.92,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.7,18.5,17.7,14.2,13.7,2021-06-08,23.45277777777778,6.959722222222222,7.472222222222221,6.224861111111111,0.1752083333333333,4.298611111111112
20210609,44.5,54.3,108,1.6,1368,5,3.4,1824,9,5.7,1823,25.8,31.6,1525,19.5,453,16.7,26.5,15.3,59.1,36.0,1323,19.0,7.3,5.1,-9.0,1004.6,1014.3,1016.3,1018,1012.3,1755,3.4,9.9,14.7,-9.0,24.78,3.35,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.3,18.7,17.8,14.2,13.7,2021-06-09,24.954166666666666,6.9625,7.356944444444444,5.926666666666667,0.1457638888888889,4.27281746031746
20210610,46.8,59.0,108,2.2,1919,20,5.4,1500,20,9.0,1456,24.9,29.8,1441,20.5,2349,18.3,25.5,17.5,68.5,43.0,1350,21.1,4.7,3.3,-9.0,1000.8,1010.6,1013.5,35,1007.9,2010,8.5,1.3,14.7,-9.0,14.13,2.3,1000,6.1,10.7,6.67,5.1,2257,2.0,2318,-9.0,-9,-9.0,-9,-9.0,-9,22.1,18.9,17.9,14.2,13.7,2021-06-10,25.030555555555555,6.9319444444444445,7.041666666666667,5.961180555555555,0.1427777777777777,4.319005847953217
20210611,51.8,57.0,108,2.8,2460,18,5.7,505,11,11.4,132,21.5,24.4,1628,19.9,50,18.7,23.8,18.8,84.5,70.0,1709,21.5,2.9,2.1,-9.0,1000.1,1009.9,1013.1,2243,1006.5,137,6.4,1.8,14.7,-9.0,10.08,1.44,1000,4.6,-9.0,4.17,2.6,219,1.0,256,-9.0,-9,-9.0,-9,-9.0,-9,22.2,19.2,18.1,14.3,13.7,2021-06-11,23.468055555555555,6.827777777777778,4.5875,6.494930555555555,0.3516666666666666,7.765631313131313
20210612,50.8,59.2,108,1.8,1576,32,3.9,1732,34,6.3,1731,24.2,30.2,1514,18.2,444,18.8,27.3,13.8,74.6,49.0,1819,21.8,7.4,5.2,-9.0,1001.7,1011.4,1014.2,716,1009.3,1852,5.0,9.1,14.7,-9.0,26.92,3.42,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.9,19.3,18.2,14.3,13.8,2021-06-12,24.829166666666666,6.875,6.509722222222223,4.842222222222222,0.1317361111111111,4.736111111111112
20210613,45.4,54.9,108,2.0,1756,25,4.3,1735,25,6.9,1500,24.8,29.7,1620,20.9,513,19.3,27.9,16.6,72.6,54.0,1615,22.4,7.4,5.2,-9.0,998.4,1008.1,1010.8,309,1005.6,1610,3.5,10.2,14.7,-9.0,26.48,3.39,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,19.5,18.4,14.4,13.8,2021-06-13,25.047222222222228,6.923611111111111,7.05,4.495486111111111,0.1253472222222222,4.2250000000000005
20210614,48.0,51.9,108,2.1,1792,25,4.0,2042,27,5.9,1521,24.8,30.2,1452,18.9,609,18.3,27.8,16.6,68.8,50.0,1307,21.0,5.9,4.1,-9.0,995.7,1005.4,1007.6,615,1003.4,1758,6.8,8.3,14.8,-9.0,22.29,2.86,1000,-9.0,0.5,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,19.7,18.5,14.4,13.8,2021-06-14,25.989035087719294,6.97828947368421,6.648318713450292,5.263859649122807,0.1717945906432748,4.607533326068796
20210615,50.6,61.1,108,2.3,1997,5,3.9,1701,5,7.7,2235,22.5,25.3,1751,21.5,523,18.6,23.3,18.5,79.1,68.0,1803,21.5,3.5,2.5,-9.0,994.5,1004.3,1005.2,2,1003.0,1643,7.0,1.6,14.8,-9.0,7.61,1.37,1700,1.9,1.4,7.92,0.9,1018,0.3,1057,-9.0,-9,-9.0,-9,-9.0,-9,23.4,20.0,18.7,14.5,13.8,2021-06-15,24.293470418470417,6.923268398268398,5.259469696969696,5.763998917748918,0.1513104256854257,5.4319444444444445
20210616,50.0,54.1,108,3.6,3120,5,5.7,1118,5,11.5,955,24.3,28.9,1622,20.3,347,15.7,27.3,16.9,59.9,46.0,1540,17.9,8.4,5.9,-9.0,995.5,1005.2,1007.2,2203,1003.8,224,2.5,11.5,14.8,-9.0,27.3,3.23,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.9,20.2,18.8,14.5,13.8,2021-06-16,24.51111111111111,7.030555555555555,6.348611111111111,5.554097222222223,0.14375,5.158333333333333
20210617,47.7,60.5,108,2.4,2072,5,3.6,12,11,7.1,57,21.9,25.0,1247,19.6,439,16.3,23.4,17.7,71.4,58.0,1227,18.6,2.9,2.0,-9.0,995.8,1005.6,1007.7,701,1004.2,2336,9.4,0.3,14.8,-9.0,9.59,2.01,1200,0.0,5.2,4.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,20.3,19.0,14.6,13.9,2021-06-17,23.741666666666664,7.033333333333334,6.059722222222223,5.62375,0.1355555555555555,4.783333333333334
20210618,49.8,58.2,108,2.5,2166,20,3.8,1520,20,7.2,500,20.0,21.4,1711,19.0,601,18.6,21.6,18.4,92.1,82.0,1732,21.4,1.6,1.1,-9.0,991.5,1001.3,1004.3,2,999.8,1708,9.8,0.0,14.8,-9.0,4.5,0.69,1600,6.3,1.1,12.0,1.7,553,0.5,620,-9.0,-9,-9.0,-9,-9.0,-9,22.7,20.4,19.2,14.6,13.9,2021-06-18,22.816666666666663,7.004166666666666,5.986111111111111,5.693888888888889,0.1882638888888889,4.9331960913482655
20210619,46.0,54.8,108,1.8,1518,27,3.7,1600,16,6.9,1200,22.3,27.4,1553,17.5,550,17.0,26.1,12.9,74.0,49.0,1708,19.5,7.1,5.0,-9.0,991.4,1001.1,1002.2,2154,999.7,1527,4.1,10.5,14.8,-9.0,26.47,3.49,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.2,20.4,19.3,14.7,13.9,2021-06-19,24.166666666666668,7.045833333333333,7.041666666666667,5.166388888888889,0.12875,4.359722222222223
20210620,43.7,50.6,108,2.8,2428,23,6.8,1354,27,12.7,1408,22.9,29.0,1319,17.6,520,17.5,26.9,12.0,73.3,48.0,1239,20.0,7.0,4.9,-9.0,990.9,1000.6,1002.4,2320,999.0,1233,3.1,10.7,14.8,-9.0,25.87,3.06,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,20.4,19.4,14.8,13.9,2021-06-20,25.293055555555554,7.1194444444444445,6.606944444444444,5.418541666666667,0.129375,4.534722222222222
20210621,44.7,49.0,108,2.2,1943,27,4.6,1759,25,7.8,1555,23.6,28.5,1457,19.2,511,16.6,28.1,15.0,67.0,45.0,1501,18.9,7.6,5.3,-9.0,994.5,1004.2,1006.8,2220,1002.2,158,3.3,11.1,14.8,-9.0,25.72,3.45,1100,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,20.5,19.5,14.8,13.9,2021-06-21,25.87777777777778,7.131944444444444,6.525,5.466527777777777,0.1332638888888888,4.536407553798858
20210622,45.0,50.3,108,2.1,1857,20,7.8,1423,18,15.0,1416,22.8,28.6,1347,19.7,538,16.3,25.8,15.2,67.9,41.0,1352,18.6,5.8,4.1,-9.0,998.3,1008.1,1010.0,2307,1006.4,8,6.8,6.8,14.8,-9.0,20.23,2.87,1200,0.0,0.0,2.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,20.7,19.5,14.9,14.0,2021-06-22,24.90252525252525,7.082828282828284,6.481060606060606,5.197626262626263,0.2469444444444444,6.204166666666667
20210623,47.9,54.4,108,2.4,2048,5,6.0,1544,36,11.3,1541,22.4,27.9,1504,18.8,528,16.5,26.9,17.9,70.5,49.0,1401,18.8,5.4,3.8,-9.0,1000.4,1010.3,1012.1,2339,1008.8,1514,4.4,7.2,14.8,-9.0,19.49,2.69,1200,7.5,7.5,0.67,7.5,1530,5.0,1538,-9.0,-9,-9.0,-9,-9.0,-9,23.3,20.8,19.7,15.0,14.0,2021-06-23,24.49960317460317,7.057341269841269,6.139484126984127,5.871984126984127,0.3076289682539683,7.316071428571429
20210624,45.1,57.5,108,1.9,1671,27,4.4,1641,25,7.7,1638,23.0,28.0,1540,18.5,443,17.2,25.2,17.0,71.1,51.0,1452,19.6,4.9,3.4,-9.0,1001.2,1011.0,1012.4,707,1009.0,1708,3.0,5.7,14.8,-9.0,17.8,2.1,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,21.0,19.8,15.0,14.0,2021-06-24,25.035732323232324,7.023358585858586,5.568560606060605,5.527664141414141,0.199955808080808,5.287577639751553
20210625,44.5,53.1,108,2.0,1720,29,4.7,1830,29,7.8,1825,24.1,29.5,1619,19.5,551,17.7,28.0,17.0,69.0,48.0,1501,20.3,6.6,4.6,-9.0,1000.7,1010.4,1012.0,636,1008.4,1617,4.0,9.7,14.8,-9.0,24.74,3.29,1300,-9.0,4.4,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,21.0,19.9,15.1,14.0,2021-06-25,25.768055555555552,7.115277777777777,6.159722222222222,5.2188888888888885,0.1322916666666666,4.4720410628019325
20210626,46.4,52.1,108,1.8,1547,36,3.4,1632,2,5.9,1739,22.8,26.7,1549,19.9,557,18.7,25.0,18.6,78.5,63.0,1541,21.6,4.4,3.1,-9.0,1000.5,1010.3,1011.9,847,1009.0,1721,7.3,2.3,14.8,-9.0,14.24,2.29,1500,4.5,0.1,11.42,2.6,339,0.7,342,-9.0,-9,-9.0,-9,-9.0,-9,23.9,21.1,20.0,15.1,14.1,2021-06-26,25.230555555555554,7.097222222222222,5.411111111111111,5.359027777777778,0.1515277777777778,4.683333333333334
20210627,48.4,55.8,108,2.0,1763,20,7.8,1841,18,14.3,1837,24.5,30.8,1511,19.8,447,18.6,27.8,18.3,72.1,43.0,1640,21.4,6.1,4.3,-9.0,997.3,1007.0,1009.9,1,1004.1,1711,5.4,8.1,14.8,-9.0,22.48,3.12,1400,38.2,38.2,3.42,37.7,1824,11.7,1832,-9.0,-9,-9.0,-9,-9.0,-9,23.6,21.2,20.1,15.2,14.1,2021-06-27,25.92361111111111,7.163888888888889,6.223611111111111,5.524097222222221,0.1227777777777777,4.665277777777777
20210628,47.2,57.4,108,1.9,1661,5,4.1,1504,5,7.7,1457,23.7,29.2,1447,21.0,629,19.1,25.0,19.8,76.4,57.0,1450,22.1,4.3,3.0,-9.0,995.4,1005.1,1006.5,640,1003.3,1745,8.1,2.2,14.8,-9.0,13.52,3.07,1200,0.1,0.1,1.67,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.4,20.2,15.3,14.1,2021-06-28,25.334722222222226,6.968055555555556,4.623611111111111,6.2839583333333335,0.2709027777777777,6.740700483091788
20210629,48.3,57.4,108,1.8,1517,20,4.1,1155,20,6.5,1154,23.9,28.4,1531,21.3,442,19.8,26.4,19.6,78.6,56.0,1523,23.0,3.5,2.4,-9.0,995.6,1005.3,1007.0,2316,1004.0,1536,6.5,4.2,14.7,-9.0,14.1,2.15,1400,8.0,8.0,1.67,8.0,1614,3.8,1631,-9.0,-9,-9.0,-9,-9.0,-9,23.8,21.6,20.3,15.3,14.1,2021-06-29,25.072222222222223,6.9,4.547222222222222,5.3375,0.2340277777777777,6.591666666666666
20210630,47.4,60.6,108,1.3,1134,5,3.6,1156,2,7.7,1154,24.3,28.8,1654,21.0,405,20.0,26.3,19.3,77.9,55.0,1715,23.3,4.8,3.4,-9.0,997.1,1006.8,1008.1,904,1005.3,1722,6.1,4.0,14.7,-9.0,16.22,2.73,1500,6.0,6.0,1.35,6.0,1159,3.4,1209,-9.0,-9,-9.0,-9,-9.0,-9,23.8,21.6,20.4,15.4,14.1,2021-06-30,24.9375,6.872222222222223,4.844444444444444,5.45625,0.1929861111111111,5.723611111111111
20210701,49.0,61.2,108,1.8,1519,32,4.1,1645,36,6.8,1822,26.3,31.0,1525,21.4,519,20.2,27.4,19.6,70.9,45.0,1338,23.7,5.7,4.0,-9.0,996.8,1006.5,1007.9,713,1004.8,1730,2.3,8.2,14.7,-9.0,20.59,2.84,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.7,20.5,15.4,14.2,2021-07-01,26.246590909090912,6.92638888888889,5.613005050505051,5.099116161616162,0.1535479797979798,4.409722222222222
20210702,49.9,60.4,108,2.3,1984,5,3.5,1525,2,6.7,1519,27.1,31.8,1612,23.6,538,19.5,27.2,21.2,64.1,47.0,1606,22.6,7.4,5.2,-9.0,998.7,1008.3,1010.3,2314,1007.1,106,5.8,7.4,14.7,-9.0,22.19,3.4,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,21.8,20.6,15.5,14.2,2021-07-02,27.004166666666663,6.974999999999999,4.976388888888889,5.349027777777778,0.1283333333333333,4.462058225273328
20210703,54.2,62.7,108,3.6,3097,5,5.9,1945,5,12.9,1815,22.6,25.7,1,19.6,2208,18.6,23.5,19.3,80.0,62.0,955,21.5,2.3,1.6,-9.0,996.3,1006.1,1010.0,1,1000.8,2343,8.5,0.9,14.7,-9.0,7.51,1.87,900,60.0,78.5,9.42,13.8,1656,4.0,1736,-9.0,-9,-9.0,-9,-9.0,-9,24.9,22.0,20.7,15.6,14.2,2021-07-03,25.09027777777777,6.966666666666666,4.602777777777778,6.194444444444444,0.2984722222222222,6.247222222222223
20210704,56.0,70.3,108,2.3,1988,20,4.9,1709,18,8.8,2214,21.4,23.1,1500,19.8,1,20.8,22.2,19.6,96.8,91.0,2145,24.6,1.2,0.8,-9.0,994.4,1004.2,1009.8,2345,999.1,147,9.9,0.0,14.7,-9.0,2.69,0.36,1200,21.4,2.9,18.33,5.3,45,1.2,56,-9.0,-9,-9.0,-9,-9.0,-9,23.8,22.7,21.7,15.9,14.2,2021-07-04,22.087499999999995,6.766666666666667,4.752777777777777,4.221666666666667,0.3397222222222222,7.048611111111111
