tm,mosquito_value_house,mosquito_value_park,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50,날짜,수온,pH,용존산소(㎎/L),총질소(㎎/L),총인(㎎/L),총유기탄소
20250621,29.5,44.4,108,2.1,1850,23,5.1,28,23,9.7,28,22.0,24.2,1643,20.5,2354,19.8,22.8,18.3,88.1,71.0,1722,23.2,2.6,1.8,-9.0,993.4,1003.2,1004.8,2223,1001.0,354,9.8,0.0,14.8,-9.0,7.0,0.98,1500,0.2,0.0,8.17,0.5,-2331,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.5,21.8,19.7,15.6,13.7,2025-06-21,23.242405437352247,6.922222222222222,8.110874704491726,4.451131796690308,0.2768321513002364,6.178280141843971
20250622,26.6,31.8,108,2.3,2008,25,4.5,1633,25,7.9,1544,23.3,28.6,1515,18.1,536,16.8,26.2,14.3,68.6,48.0,1553,19.2,8.2,5.7,-9.0,995.9,1005.7,1007.2,2305,1004.3,214,0.3,13.4,14.8,-9.0,30.56,3.6,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.9,19.8,15.7,13.8,2025-06-22,24.81031323877069,7.009929078014185,8.232358156028369,5.656455378250591,0.1675147754137116,4.781294326241135
20250623,30.0,37.1,108,1.8,1561,32,4.1,1639,29,6.3,1745,26.1,31.7,1620,19.4,534,18.5,28.5,16.2,64.8,45.0,1436,21.3,7.9,5.5,-9.0,996.7,1006.4,1007.9,654,1004.2,1706,1.3,12.8,14.8,-9.0,27.7,3.44,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.1,21.9,20.0,15.7,13.8,2025-06-23,26.27680260047281,7.038356973995271,7.925472813238771,6.189308510638298,0.1691047384109364,4.877334515366431
20250624,41.3,52.8,108,2.6,2263,5,4.8,2354,7,9.2,1616,25.0,28.0,1244,20.5,2332,17.3,23.8,19.4,63.4,43.0,1305,19.7,4.2,2.9,-9.0,997.3,1007.0,1008.4,829,1004.9,1625,8.9,0.2,14.8,-9.0,10.18,1.75,1200,2.3,4.7,4.08,2.1,2116,0.9,2132,-9.0,-9,-9.0,-9,-9.0,-9,24.5,22.0,20.1,15.8,13.8,2025-06-24,25.58351063829787,7.064095744680851,8.103221040189126,6.118082151300237,0.1402452718676123,4.489213947990543
20250625,44.1,49.1,108,2.5,2202,5,4.7,2,5,8.2,2,20.9,22.1,1407,19.5,327,18.9,21.5,18.7,88.9,72.0,225,21.9,1.6,1.2,-9.0,995.9,1005.8,1007.1,2319,1004.8,1739,10.0,0.0,14.8,-9.0,5.11,0.96,1200,8.0,6.7,18.08,2.8,1818,1.0,1831,-9.0,-9,-9.0,-9,-9.0,-9,24.2,22.1,20.2,15.9,13.8,2025-06-25,23.58974586288416,7.019858156028369,8.177186761229313,6.491252955082742,0.1769193262411347,5.126418439716312
20250626,17.5,18.4,108,1.7,1468,25,3.6,443,27,6.0,441,22.2,24.2,1734,19.9,449,19.5,22.7,18.9,85.3,76.0,1735,22.7,2.0,1.4,-9.0,998.3,1008.1,1008.6,759,1007.0,1,8.4,0.1,14.8,-9.0,7.23,1.15,1000,1.1,0.0,3.5,1.0,319,0.3,356,-9.0,-9,-9.0,-9,-9.0,-9,23.8,22.2,20.4,16.0,13.9,2025-06-26,23.54190307328605,7.068764775413712,7.835815602836878,6.70216903073286,0.1438800236406619,4.813475177304965
20250627,34.7,39.0,108,1.4,1243,5,3.2,1406,7,6.2,1338,25.0,29.3,1620,21.1,440,20.7,25.2,19.0,78.1,62.0,1632,24.4,3.5,2.5,-9.0,998.0,1007.7,1009.2,951,1005.9,1758,8.6,3.1,14.8,-9.0,12.92,2.54,1400,0.0,0.6,1.97,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.5,22.1,20.4,16.0,13.9,2025-06-27,24.91418439716312,7.1475472813238765,8.347901891252954,6.687536938534278,0.1223300827423167,4.356117021276596
20250628,43.2,58.4,108,1.4,1216,29,3.1,1749,29,5.0,1728,26.2,28.1,1514,24.5,555,23.4,24.4,22.5,85.0,77.0,3,28.8,2.4,1.7,-9.0,996.7,1006.4,1007.7,1,1005.2,1651,9.3,0.0,14.8,-9.0,7.13,1.09,1500,0.6,0.0,5.83,0.5,616,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.8,22.1,20.6,16.1,13.9,2025-06-28,25.81578014184397,7.160579196217494,8.640898345153664,6.787593085106383,0.1114213947990543,4.446335697399527
20250629,38.9,47.2,108,2.3,2020,20,4.1,1753,25,7.5,1901,27.1,30.2,1659,24.9,654,22.6,25.3,21.4,77.1,61.0,1833,27.5,4.0,2.8,-9.0,997.6,1007.2,1009.0,2355,1005.5,16,6.1,2.5,14.7,-9.0,12.41,1.91,1400,0.0,0.0,1.0,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.2,22.2,20.6,16.2,13.9,2025-06-29,26.30641252955083,7.195390070921985,8.429462174940898,6.948340721040189,0.120531914893617,4.532624113475177
20250630,40.5,50.4,108,2.4,2103,25,4.6,1622,25,8.1,1613,28.2,31.2,1354,25.6,516,23.1,26.4,21.5,74.6,62.0,1443,28.2,5.0,3.5,-9.0,1000.0,1009.6,1010.6,2226,1008.8,1736,7.8,2.8,14.7,-9.0,15.61,2.54,1300,-9.0,0.9,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.5,22.2,20.7,16.3,14.0,2025-06-30,27.22033096926714,7.214509456264775,8.18741134751773,7.542652186761228,0.1298714539007092,4.595508274231679
20250701,13.7,19.0,108,3.0,2631,25,5.2,1526,25,8.7,1521,28.6,31.8,1336,26.2,729,24.4,27.8,25.2,78.6,67.0,1330,30.6,5.5,3.8,-9.0,1001.6,1011.3,1012.3,1003,1010.1,1743,7.0,3.8,14.7,-9.0,17.38,2.83,1300,0.9,0.0,3.67,0.9,610,0.9,700,-9.0,-9,-9.0,-9,-9.0,-9,24.9,22.3,20.7,16.3,14.0,2025-07-01,28.008074935400515,7.261078811369509,8.145865633074935,6.776732723577235,0.132510162601626,4.570121951219512
20250702,32.6,39.4,108,2.9,2544,20,5.2,1259,18,9.1,1240,28.6,30.9,1247,26.8,520,23.9,28.3,25.2,76.3,60.0,1649,29.6,4.6,3.2,-9.0,1001.8,1011.5,1012.9,822,1009.8,1831,8.0,2.3,14.7,-9.0,14.4,2.0,1200,0.0,0.0,0.33,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.5,22.5,20.8,16.4,14.0,2025-07-02,28.24615839243499,7.313327423167848,8.191666666666666,6.322779255319149,0.1408880023640661,4.687293144208038
20250703,37.3,46.5,108,2.8,2456,23,4.6,1705,25,8.8,1658,28.3,32.0,1523,26.5,2357,23.3,29.3,23.9,75.5,56.0,1656,28.7,4.9,3.4,-9.0,999.3,1008.9,1011.1,6,1007.2,1746,7.5,2.7,14.7,-9.0,13.6,2.6,1400,0.0,0.0,0.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.7,22.7,20.8,16.5,14.0,2025-07-03,28.05246346443155,7.289665269718461,8.302404362776704,6.078717494089834,0.142656408308004,4.5795761567038165
20250704,38.3,48.1,108,3.2,2800,20,5.6,1431,20,10.0,1429,27.2,30.0,1436,25.7,453,22.7,27.8,23.4,77.0,66.0,1440,27.6,3.3,2.3,-9.0,996.6,1006.2,1007.9,5,1004.2,1748,8.8,0.8,14.7,-9.0,7.72,2.14,1400,0.0,0.0,1.75,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,22.9,20.9,16.6,14.1,2025-07-04,26.839243498817968,7.19468085106383,8.588031914893618,5.839123817966903,0.1540491452991453,4.372192671394799
20250705,41.2,55.1,108,2.8,2379,20,4.5,426,16,8.1,427,28.4,32.3,1501,26.0,459,22.9,29.8,24.4,72.9,58.0,1510,28.0,4.9,3.4,-9.0,995.1,1004.7,1006.2,730,1002.6,1800,8.1,3.0,14.7,-9.0,14.77,2.69,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.7,23.0,21.1,16.6,14.1,2025-07-05,27.53516548463357,7.220390070921986,8.405939716312057,5.987338947990544,0.1501329787234042,4.355082742316785
20250706,44.6,58.0,108,2.5,2139,18,4.2,1417,18,7.3,34,29.1,32.8,1408,26.3,727,23.9,29.0,23.8,74.3,59.0,1346,29.6,4.8,3.4,-9.0,994.3,1003.9,1005.3,810,1002.3,1520,8.8,1.7,14.7,-9.0,14.7,2.67,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,23.1,21.2,16.7,14.1,2025-07-06,28.049852245862883,7.226477541371158,8.309751773049646,5.748166371158393,0.1538492063492063,4.328191489361703
20250707,31.6,40.7,108,1.9,1660,18,3.6,518,25,6.0,1911,29.1,33.2,1623,26.7,545,25.0,29.0,25.1,79.0,65.0,1432,31.6,4.3,3.0,-9.0,995.5,1005.0,1006.5,2351,1004.1,1705,5.8,2.5,14.6,-9.0,11.21,2.07,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.1,23.3,21.3,16.8,14.2,2025-07-07,28.331020309477758,7.183669138190415,8.13846980442725,5.7115566953731856,0.1659371693121693,4.451127152988856
20250708,39.7,49.7,108,1.9,1628,20,6.8,1841,18,11.0,1837,31.3,37.8,1509,26.9,612,25.2,33.8,23.9,72.5,48.0,1455,32.1,7.2,5.0,-9.0,997.0,1006.5,1008.1,2259,1004.2,1759,4.3,8.4,14.6,-9.0,22.64,3.24,1100,11.8,11.8,3.0,6.4,1815,5.3,1826,-9.0,-9,-9.0,-9,-9.0,-9,26.2,23.4,21.4,16.8,14.2,2025-07-08,29.947281323877068,7.253221040189125,7.677836879432623,5.934042553191489,0.2035372340425532,4.958215130023641
20250709,0.0,31.7,108,2.2,1884,5,3.7,2154,5,7.3,2207,31.9,36.0,1629,27.4,530,23.1,31.1,24.5,61.1,45.0,1437,28.3,8.3,5.8,-9.0,998.6,1008.1,1009.6,813,1006.3,1707,3.4,8.0,14.6,-9.0,23.55,3.22,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.7,23.6,21.5,16.9,14.2,2025-07-09,30.61167257683215,7.269355791962174,7.594917257683215,5.597099586288415,0.2259530141843971,5.798640661938534
20250710,0.0,37.5,108,2.9,2541,5,4.9,2334,5,9.5,2001,31.4,36.2,1553,27.3,554,18.1,32.9,23.0,46.6,33.0,1707,21.0,12.5,8.7,-9.0,1000.2,1009.8,1011.3,2348,1007.9,1811,0.4,13.3,14.6,-9.0,29.95,3.55,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.1,23.8,21.7,17.0,14.2,2025-07-10,30.39991134751773,7.415721040189125,8.171247044917257,5.262536938534279,0.155177304964539,4.755348699763593
20250711,35.7,56.8,108,3.3,2851,5,4.9,702,5,9.3,2054,30.2,36.1,1658,24.6,559,17.4,35.1,20.0,47.1,35.0,1531,19.9,11.2,7.8,-9.0,1001.4,1010.9,1012.4,709,1009.0,1734,0.1,13.5,14.6,-9.0,30.35,3.59,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.2,24.0,21.8,17.1,14.3,2025-07-11,29.15505319148936,7.46613475177305,8.420212765957446,5.348773640661939,0.1525856973995271,4.77192671394799
20250712,31.2,55.6,108,2.3,2025,5,4.0,212,5,7.3,8,30.3,36.5,1617,24.4,554,17.3,36.9,18.4,47.5,28.0,1349,19.9,10.4,7.2,-9.0,998.2,1007.8,1011.7,24,1004.9,1733,2.6,13.2,14.6,-9.0,30.02,3.65,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.2,24.2,22.0,17.1,14.3,2025-07-12,29.36409574468085,7.478664302600472,8.343823877068559,5.45485963356974,0.1434722222222222,4.635845153664302
20250713,24.5,48.2,108,1.5,1338,27,3.2,1324,32,5.4,1332,27.7,31.0,1241,25.6,2346,20.8,28.5,20.9,66.8,55.0,1141,24.7,3.5,2.5,-9.0,991.5,1001.1,1005.5,1,997.9,2349,9.0,1.7,14.6,-9.0,10.39,1.64,1000,0.0,0.0,2.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.3,24.4,22.1,17.2,14.3,2025-07-13,28.131176122931446,7.323197399527186,8.290277777777776,5.493687943262411,0.1386052009456264,4.555023640661939
20250714,27.9,43.9,108,2.0,1698,5,4.0,1213,29,6.6,2254,24.2,28.1,1129,21.7,2343,20.0,24.6,19.8,78.3,60.0,1113,23.4,2.3,1.6,-9.0,984.6,994.2,997.9,1,993.3,1140,8.4,0.5,14.5,-9.0,7.19,1.37,1000,13.6,16.6,12.25,4.0,2104,0.9,1522,-9.0,-9,-9.0,-9,-9.0,-9,26.9,24.5,22.3,17.3,14.4,2025-07-14,26.605378250591016,7.205466903073287,8.01119976359338,6.2303896854764105,0.1737234042553191,4.8579491725768325
20250715,29.9,50.9,108,2.3,2009,32,5.0,558,29,8.4,553,23.6,25.9,1516,21.5,200,20.6,24.7,20.1,84.1,71.0,1925,24.3,2.9,2.0,-9.0,985.4,995.0,998.8,2340,992.6,320,9.3,0.6,14.5,-9.0,10.03,2.04,1400,4.0,2.0,11.17,1.3,11,0.6,39,-9.0,-9,-9.0,-9,-9.0,-9,26.2,24.5,22.4,17.3,14.4,2025-07-15,25.780762411347517,7.054432624113475,7.03983451536643,6.423244680851063,0.249366134751773,6.263475177304965
20250716,35.5,42.6,108,2.1,1809,16,4.9,1038,16,9.2,1033,23.3,24.8,820,22.2,2111,21.5,22.7,21.3,90.1,74.0,1037,25.7,0.9,0.7,-9.0,990.6,1000.4,1002.2,1101,998.6,38,9.6,0.0,14.5,-9.0,2.34,0.39,800,73.1,124.8,16.33,27.0,2025,8.0,2032,-9.0,-9,-9.0,-9,-9.0,-9,25.9,24.4,22.5,17.4,14.4,2025-07-16,25.07236997635934,6.983835697399528,7.141784869976359,6.200947104018913,0.3209559692671395,7.8221926713948
20250717,39.0,46.2,108,2.1,1841,7,4.6,914,11,9.3,1138,23.3,24.4,1525,22.0,1000,22.2,22.6,21.2,94.3,85.0,1235,26.8,1.5,1.1,-9.0,993.1,1002.9,1004.9,901,1000.3,44,10.0,0.0,14.5,-9.0,4.77,1.45,1100,75.5,34.3,18.58,32.5,626,19.0,629,-9.0,-9,-9.0,-9,-9.0,-9,24.9,24.7,23.2,17.5,14.5,2025-07-17,23.23763888888889,6.829166666666667,7.450416666666666,3.181313131313131,0.3786742424242424,5.650820707070707
20250718,30.4,34.1,108,1.7,1509,5,3.1,1333,5,5.3,1351,24.7,27.2,1820,22.9,903,22.8,23.6,22.2,89.5,80.0,1818,27.7,2.1,1.5,-9.0,995.8,1005.5,1007.2,1029,1004.2,1,9.5,0.3,14.5,-9.0,7.44,1.23,1500,16.1,71.3,11.0,9.5,812,4.7,833,-9.0,-9,-9.0,-9,-9.0,-9,24.4,24.5,24.0,19.9,14.5,2025-07-18,24.009871678743963,6.837454710144928,7.551685285829307,3.9406825135412085,0.3371489990484556,5.381392502927829
20250719,37.7,40.7,108,2.0,1698,16,3.9,210,18,7.8,204,23.9,25.8,1719,21.9,405,23.0,22.9,20.6,95.4,87.0,3,28.2,1.3,0.9,-9.0,998.2,1007.9,1009.5,2136,1005.9,219,10.0,0.0,14.4,-9.0,3.79,0.46,1500,84.0,32.1,23.17,32.1,247,10.4,316,-9.0,-9,-9.0,-9,-9.0,-9,24.7,24.2,24.5,21.0,15.6,2025-07-19,24.782104468599034,6.845742753623188,7.652953904991948,4.7000518957692865,0.2956237556726687,5.111964298784951
20250720,21.2,29.7,108,2.8,2429,20,5.2,312,20,11.0,230,27.7,31.3,1643,25.0,543,24.3,27.2,23.5,82.8,63.0,1703,30.3,4.7,3.3,-9.0,1001.2,1010.9,1012.6,2317,1008.0,143,7.1,5.7,14.4,-9.0,16.69,2.28,1000,14.8,0.0,6.92,7.2,9,3.3,44,-9.0,-9,-9.0,-9,-9.0,-9,24.6,24.0,24.3,21.7,16.0,2025-07-20,25.554337258454105,6.85403079710145,7.7542225241545895,5.4594212779973645,0.25409851229688185,4.842536094642073
20250721,31.2,34.7,108,2.3,2006,20,5.0,1115,16,8.9,1118,28.5,31.6,1455,25.6,414,23.9,26.5,20.1,77.4,64.0,1500,29.7,5.9,4.1,-9.0,1002.9,1012.6,1013.9,918,1011.4,221,5.6,5.8,14.4,-9.0,18.81,3.23,1100,0.0,0.0,1.0,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.4,24.0,24.1,21.3,16.3,2025-07-21,26.32657004830918,6.862318840579711,7.855491143317231,6.218790660225442,0.212573268921095,4.573107890499195
20250722,0.0,0.0,108,2.7,2323,25,5.2,1507,23,9.2,1502,28.8,32.2,1431,26.6,527,23.9,29.5,23.7,75.6,57.0,1507,29.6,6.3,4.4,-9.0,1003.5,1013.1,1014.1,744,1012.3,1428,6.4,6.6,14.4,-9.0,20.43,3.46,1300,0.1,0.1,0.58,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.0,23.9,20.5,16.4,2025-07-22,26.65939716312057,6.93572695035461,7.871956264775414,6.400028073286052,0.1732949172576832,4.266843971631205
20250723,22.0,28.8,108,1.8,1586,29,4.2,1644,29,6.2,1638,28.9,33.3,1418,25.5,540,22.7,29.9,22.9,70.4,53.0,1456,27.6,6.8,4.7,-9.0,1002.4,1012.0,1014.0,635,1009.9,1737,6.4,7.9,14.3,-9.0,22.14,3.54,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.5,24.2,23.8,20.0,16.4,2025-07-23,27.117819148936167,6.984574468085107,7.921601654846335,6.917285756501182,0.1646380023640662,4.1493203309692674
20250724,24.0,36.6,108,1.9,1624,29,3.6,1445,34,6.0,1923,29.8,34.1,1350,25.8,533,23.0,30.7,22.9,68.0,48.0,1417,28.2,7.9,5.5,-9.0,1000.1,1009.7,1011.4,518,1007.7,1713,5.1,9.2,14.3,-9.0,24.91,3.82,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.9,24.3,23.7,19.8,16.3,2025-07-24,27.83481087470449,7.056589834515367,8.329255319148936,7.229562647754137,0.1478785075547332,3.992612293144208
20250725,18.2,29.5,108,1.9,1646,29,3.9,1924,29,6.5,1922,31.1,36.3,1531,25.6,546,23.3,33.8,21.7,64.6,49.0,1516,28.6,8.5,6.0,-9.0,998.0,1007.5,1009.0,101,1005.4,1646,1.0,12.4,14.3,-9.0,26.48,3.23,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.3,24.5,23.7,19.6,16.3,2025-07-25,28.53732269503546,7.178102836879432,8.259160756501181,6.9871669750231264,0.1354689587830198,3.925854404358105
20250726,11.7,23.9,108,1.7,1472,11,3.3,906,11,5.4,903,32.3,37.1,1701,27.6,551,23.8,34.2,24.3,61.9,42.0,1709,29.5,7.7,5.4,-9.0,996.6,1006.1,1007.6,1,1003.8,1759,2.9,11.0,14.3,-9.0,24.32,3.27,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.6,24.7,23.8,19.5,16.3,2025-07-26,29.481205673758865,7.300354609929077,7.9511229314420815,6.809221335697399,0.1184869976359338,3.75596926713948
20250727,24.0,37.7,108,2.0,1685,14,3.4,815,16,6.6,1333,32.8,38.0,1535,28.3,550,24.2,38.2,24.4,62.4,39.0,1541,30.3,8.9,6.3,-9.0,994.6,1004.1,1006.0,739,1001.7,1753,0.6,12.5,14.2,-9.0,28.42,3.51,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,24.9,23.8,19.4,16.3,2025-07-27,29.860992907801418,7.297813238770685,7.834722222222223,7.034296690307329,0.1178054656182547,4.028812056737589
20250728,23.9,36.2,108,2.0,1734,32,3.8,1452,34,6.7,1418,32.2,36.4,1529,28.8,555,25.1,38.8,25.2,67.3,47.0,1549,31.9,8.8,6.2,-9.0,992.4,1001.9,1003.8,555,999.6,1733,1.6,11.9,14.2,-9.0,27.0,3.55,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.4,25.1,23.9,19.4,16.3,2025-07-28,30.288240740740736,7.343981481481481,8.129444444444445,6.408553999295279,0.1208900046981442,4.290600775193799
20250729,26.7,36.3,108,2.0,1702,27,3.7,1742,27,6.2,1740,32.0,36.7,1428,27.6,548,24.1,36.4,24.0,64.0,49.0,1343,29.9,6.8,4.7,-9.0,990.0,999.5,1001.0,709,997.2,1755,2.9,8.9,14.2,-9.0,20.41,2.94,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,25.4,24.0,19.4,16.3,2025-07-29,30.414598108747043,7.390809692671394,8.325768321513003,5.558652482269504,0.1128354018912529,4.200206855791962
20250730,28.3,44.9,108,1.7,1468,5,3.8,1252,16,6.7,1451,32.1,36.3,1447,28.3,512,23.9,36.9,24.3,62.9,38.0,1705,29.6,6.3,4.4,-9.0,990.1,999.6,1000.8,805,998.2,1705,7.3,5.6,14.2,-9.0,19.51,2.54,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,25.6,24.1,19.4,16.3,2025-07-30,30.18108747044917,7.3549054373522464,8.160756501182034,5.517699468085106,0.1169843380614657,4.388563829787234
20250731,30.4,47.2,108,2.0,1700,32,4.1,1818,32,6.7,1813,30.9,34.6,1432,29.3,610,22.7,32.4,25.3,62.3,48.0,1435,27.6,5.2,3.6,-9.0,992.3,1001.8,1002.9,752,1000.2,1,8.9,1.1,14.1,-9.0,13.17,1.95,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,25.7,24.3,19.4,16.4,2025-07-31,29.194591072010425,7.236135549038775,7.3912349299446065,5.395865102639296,0.1359172368849788,4.323134571521668
20250801,25.0,43.8,108,1.9,1625,29,4.5,1710,27,7.7,1709,31.0,35.1,1213,27.8,538,23.9,33.6,24.7,66.9,49.0,1358,29.6,5.4,3.8,-9.0,992.2,1001.7,1002.6,727,1000.2,1537,8.4,4.5,14.1,-9.0,16.09,2.8,1100,0.0,0.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,25.9,24.4,19.4,16.4,2025-08-01,29.53803191489362,7.296158392434989,8.479846335697399,5.554850768321512,0.1663194444444444,4.350206855791963
20250802,24.9,41.8,108,1.8,1553,27,3.5,1610,20,6.5,1605,31.2,36.2,1600,27.3,605,22.7,36.6,23.9,62.1,45.0,1519,27.7,6.9,4.8,-9.0,991.9,1001.4,1002.5,1,999.8,1634,5.4,8.7,14.1,-9.0,20.88,2.73,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,26.0,24.6,19.4,16.4,2025-08-02,29.846010638297876,7.264598108747045,8.26436170212766,5.395257092198581,0.1140336879432624,4.330673758865248
20250803,25.3,41.7,108,2.0,1735,20,4.5,1749,20,7.8,1612,28.8,32.5,1348,24.0,2359,22.2,30.0,22.7,69.0,52.0,1748,26.9,3.5,2.4,-9.0,990.6,1000.1,1001.8,24,998.6,1912,9.0,0.2,14.0,-9.0,8.08,1.56,1000,1.3,3.2,7.25,1.4,2328,0.6,2353,-9.0,-9,-9.0,-9,-9.0,-9,28.6,26.1,24.7,19.5,16.5,2025-08-03,28.69305555555556,7.152866430260048,8.331737588652482,5.231530732860519,0.124403073286052,4.225029550827423
20250804,23.3,40.8,108,2.2,1919,7,4.5,18,7,7.4,12,28.1,33.9,1647,23.7,522,23.1,29.6,22.7,75.5,53.0,1638,28.3,5.4,3.8,-9.0,989.9,999.5,1002.9,2326,997.3,144,7.1,3.9,14.0,-9.0,16.35,2.07,1200,1.9,-9.0,5.92,0.9,427,0.4,18,-9.0,-9,-9.0,-9,-9.0,-9,28.2,26.1,24.7,19.5,16.5,2025-08-04,28.170865633074936,7.076518087855297,8.216731266149871,5.897063008130082,0.1698170731707317,5.361434108527132
20250805,23.7,42.4,108,2.2,1905,20,4.4,1453,20,7.3,1351,29.1,33.5,1505,25.4,558,22.1,34.4,21.8,67.4,47.0,1451,26.7,6.8,4.8,-9.0,993.8,1003.3,1004.4,1004,1002.2,1755,4.4,8.5,14.0,-9.0,23.11,2.96,1200,-9.0,6.1,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.2,26.1,24.8,19.6,16.5,2025-08-05,29.2738475177305,7.237174940898345,7.875413711583924,5.651966607565012,0.1237101063829787,4.517760047281324
20250806,23.6,36.8,108,3.2,2735,23,6.0,1037,18,11.1,504,27.1,29.3,1058,25.8,2028,25.1,26.4,24.0,89.0,74.0,1,31.8,2.4,1.7,-9.0,991.0,1000.6,1003.4,1,999.1,1827,9.0,1.1,13.9,-9.0,5.57,1.27,1000,22.0,15.9,10.5,9.6,1323,4.3,1405,-9.0,-9,-9.0,-9,-9.0,-9,28.3,26.1,24.9,19.7,16.6,2025-08-06,27.88108747044917,6.876713947990544,6.639716312056738,6.380611702127659,0.3285859929078014,7.83049645390071
20250807,22.3,37.0,108,2.7,2349,25,4.3,1944,20,7.9,1909,28.2,32.3,1541,25.4,602,22.0,30.1,22.9,70.8,49.0,1640,26.5,7.8,5.5,-9.0,991.8,1001.3,1003.1,2136,1000.0,1615,4.0,10.2,13.9,-9.0,27.18,3.5,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.9,26.1,25.0,19.7,16.7,2025-08-07,27.91960908276698,6.868207681365576,6.855181497286761,4.6325847209438535,0.1954327392407887,5.228176163779879
20250808,20.7,29.9,108,1.6,1424,29,4.0,1523,29,8.9,1517,26.6,30.2,1404,23.9,615,21.6,26.0,20.8,74.8,62.0,1353,25.9,2.8,1.9,-9.0,993.8,1003.4,1004.7,2117,1002.5,45,6.3,1.7,13.9,-9.0,8.76,1.41,1200,6.3,7.0,1.75,6.3,1446,5.0,1513,-9.0,-9,-9.0,-9,-9.0,-9,28.1,26.1,25.0,19.8,16.6,2025-08-08,28.561517615176157,7.079636082075106,7.667440960123887,5.500590398761131,0.1153852109949671,4.367092528068138
